   X,    Y,    Latitude,   Longitude, HLCY_200612200600
 100,    1,   17.519848,  -96.900539,          -23
 101,    1,   17.524420,  -96.520556,            3
 102,    1,   17.527976,  -96.140550,           21
 103,    1,   17.530517,  -95.760525,           73
 104,    1,   17.532042,  -95.380489,          115
 105,    1,   17.532551,  -95.000447,          123
 106,    1,   17.532044,  -94.620404,           95
 107,    1,   17.530522,  -94.240368,           57
 108,    1,   17.527983,  -93.860343,           55
 109,    1,   17.524429,  -93.480337,           51
 110,    1,   17.519860,  -93.100354,           -9
 111,    1,   17.514275,  -92.720401,           39
 112,    1,   17.507674,  -92.340484,           61
 113,    1,   17.500058,  -91.960609,           57
 114,    1,   17.491428,  -91.580782,           61
 115,    1,   17.481783,  -91.201008,           41
 116,    1,   17.471124,  -90.821294,           21
 117,    1,   17.459450,  -90.441645,            5
 118,    1,   17.446763,  -90.062068,          -21
 119,    1,   17.433063,  -89.682568,          -29
 120,    1,   17.418350,  -89.303152,          -37
 121,    1,   17.402624,  -88.923825,           31
 122,    1,   17.385887,  -88.544593,           57
 123,    1,   17.368138,  -88.165462,           47
 124,    1,   17.349379,  -87.786438,           19
 125,    1,   17.329609,  -87.407527,          -21
 126,    1,   17.308829,  -87.028735,          -19
 127,    1,   17.287040,  -86.650067,          -15
 128,    1,   17.264243,  -86.271530,          -13
 129,    1,   17.240439,  -85.893128,          -15
 130,    1,   17.215627,  -85.514869,          -15
 131,    1,   17.189809,  -85.136758,          -15
 132,    1,   17.162986,  -84.758800,          -19
 133,    1,   17.135158,  -84.381002,          -31
 134,    1,   17.106326,  -84.003369,          -23
 135,    1,   17.076491,  -83.625907,          -15
 136,    1,   17.045655,  -83.248622,           -7
 137,    1,   17.013817,  -82.871519,           -1
 138,    1,   16.980980,  -82.494604,           -1
 139,    1,   16.947143,  -82.117883,            1
 140,    1,   16.912308,  -81.741361,            3
 141,    1,   16.876477,  -81.365045,           -1
 142,    1,   16.839649,  -80.988939,           -5
 143,    1,   16.801827,  -80.613049,           -9
 144,    1,   16.763012,  -80.237381,           -5
 145,    1,   16.723204,  -79.861941,           -7
 146,    1,   16.682405,  -79.486734,          -11
 147,    1,   16.640616,  -79.111765,           -5
 148,    1,   16.597838,  -78.737040,           -5
 149,    1,   16.554073,  -78.362565,            3
 150,    1,   16.509323,  -77.988345,            5
 151,    1,   16.463587,  -77.614385,           17
 152,    1,   16.416869,  -77.240691,           27
 153,    1,   16.369169,  -76.867269,           37
 154,    1,   16.320489,  -76.494122,           49
 155,    1,   16.270830,  -76.121258,           49
 156,    1,   16.220194,  -75.748681,           43
 157,    1,   16.168583,  -75.376397,           41
 158,    1,   16.115997,  -75.004410,           41
 159,    1,   16.062439,  -74.632726,           43
 160,    1,   16.007911,  -74.261351,           45
 161,    1,   15.952413,  -73.890289,           35
 162,    1,   15.895949,  -73.519546,           31
 163,    1,   15.838518,  -73.149126,           35
 164,    1,   15.780125,  -72.779035,           35
 165,    1,   15.720769,  -72.409278,           37
 166,    1,   15.660453,  -72.039860,           41
 167,    1,   15.599179,  -71.670786,           47
 168,    1,   15.536949,  -71.302060,           45
 169,    1,   15.473765,  -70.933689,           41
 170,    1,   15.409628,  -70.565676,           37
 171,    1,   15.344542,  -70.198027,           39
 172,    1,   15.278507,  -69.830747,           29
 173,    1,   15.211525,  -69.463840,            7
 174,    1,   15.143600,  -69.097311,            3
 175,    1,   15.074733,  -68.731165,           13
 176,    1,   15.004927,  -68.365407,           29
 177,    1,   14.934183,  -68.000041,           15
 178,    1,   14.862503,  -67.635072,            7
 179,    1,   14.789891,  -67.270505,            7
 180,    1,   14.716348,  -66.906344,            7
 181,    1,   14.641876,  -66.542593,            5
 182,    1,   14.566479,  -66.179259,            7
 183,    1,   14.490158,  -65.816344,           13
 184,    1,   14.412916,  -65.453853,           31
 185,    1,   14.334755,  -65.091791,           31
   1,    2,   12.532556, -133.561383,          133
   2,    2,   12.632332, -133.210016,          147
   3,    2,   12.731254, -132.858120,          147
   4,    2,   12.829319, -132.505701,          137
   5,    2,   12.926524, -132.152760,          129
   6,    2,   13.022865, -131.799302,          125
   7,    2,   13.118339, -131.445330,          117
   8,    2,   13.212944, -131.090849,          111
   9,    2,   13.306676, -130.735861,          111
  10,    2,   13.399532, -130.380371,          109
  11,    2,   13.491510, -130.024382,          113
  12,    2,   13.582605, -129.667898,          123
  13,    2,   13.672816, -129.310924,          125
  14,    2,   13.762140, -128.953463,          137
  15,    2,   13.850573, -128.595519,          133
  16,    2,   13.938112, -128.237096,          115
  17,    2,   14.024756, -127.878198,           89
  18,    2,   14.110501, -127.518830,           57
  19,    2,   14.195344, -127.158995,           41
  20,    2,   14.279282, -126.798698,           35
  21,    2,   14.362314, -126.437942,           33
  22,    2,   14.444436, -126.076733,           29
  23,    2,   14.525645, -125.715074,           29
  24,    2,   14.605940, -125.352970,           31
  25,    2,   14.685317, -124.990424,           33
  26,    2,   14.763775, -124.627442,           37
  27,    2,   14.841310, -124.264028,           53
  28,    2,   14.917920, -123.900187,           59
  29,    2,   14.993602, -123.535922,           55
  30,    2,   15.068355, -123.171238,           61
  31,    2,   15.142176, -122.806140,           73
  32,    2,   15.215063, -122.440633,           79
  33,    2,   15.287012, -122.074721,           85
  34,    2,   15.358023, -121.708408,           77
  35,    2,   15.428092, -121.341700,           73
  36,    2,   15.497218, -120.974601,           59
  37,    2,   15.565399, -120.607117,           55
  38,    2,   15.632631, -120.239251,           63
  39,    2,   15.698914, -119.871008,           57
  40,    2,   15.764245, -119.502394,           57
  41,    2,   15.828622, -119.133414,           61
  42,    2,   15.892042, -118.764072,           67
  43,    2,   15.954505, -118.394373,           73
  44,    2,   16.016008, -118.024322,           71
  45,    2,   16.076549, -117.653924,           65
  46,    2,   16.136127, -117.283185,           67
  47,    2,   16.194738, -116.912109,           71
  48,    2,   16.252383, -116.540702,           77
  49,    2,   16.309058, -116.168968,           83
  50,    2,   16.364762, -115.796914,           77
  51,    2,   16.419493, -115.424543,           71
  52,    2,   16.473251, -115.051861,           71
  53,    2,   16.526032, -114.678874,           65
  54,    2,   16.577835, -114.305587,           53
  55,    2,   16.628659, -113.932004,           37
  56,    2,   16.678502, -113.558132,           17
  57,    2,   16.727363, -113.183976,            9
  58,    2,   16.775240, -112.809541,           15
  59,    2,   16.822132, -112.434833,           17
  60,    2,   16.868036, -112.059856,            5
  61,    2,   16.912953, -111.684617,           -5
  62,    2,   16.956880, -111.309120,            3
  63,    2,   16.999816, -110.933373,            7
  64,    2,   17.041759, -110.557379,           11
  65,    2,   17.082710, -110.181144,           19
  66,    2,   17.122665, -109.804675,           29
  67,    2,   17.161624, -109.427976,           31
  68,    2,   17.199586, -109.051053,           27
  69,    2,   17.236550, -108.673913,           29
  70,    2,   17.272514, -108.296559,           35
  71,    2,   17.307478, -107.918999,           43
  72,    2,   17.341440, -107.541238,           61
  73,    2,   17.374399, -107.163282,           79
  74,    2,   17.406354, -106.785136,           81
  75,    2,   17.437305, -106.406806,           71
  76,    2,   17.467250, -106.028297,           53
  77,    2,   17.496188, -105.649617,           35
  78,    2,   17.524119, -105.270770,           21
  79,    2,   17.551042, -104.891762,           13
  80,    2,   17.576956, -104.512599,           11
  81,    2,   17.601860, -104.133287,            9
  82,    2,   17.625753, -103.753831,            5
  83,    2,   17.648635, -103.374239,           -1
  84,    2,   17.670505, -102.994514,           -7
  85,    2,   17.691362, -102.614664,           -3
  86,    2,   17.711205, -102.234695,            3
  87,    2,   17.730035, -101.854612,            1
  88,    2,   17.747850, -101.474420,           -1
  89,    2,   17.764650, -101.094127,           -5
  90,    2,   17.780435, -100.713738,          -29
  91,    2,   17.795203, -100.333259,          -43
  92,    2,   17.808956,  -99.952696,          -15
  93,    2,   17.821691,  -99.572054,          -35
  94,    2,   17.833408,  -99.191341,          -21
  95,    2,   17.844109,  -98.810561,          -19
  96,    2,   17.853791,  -98.429721,           -5
  97,    2,   17.862455,  -98.048827,            5
  98,    2,   17.870100,  -97.667885,           33
  99,    2,   17.876727,  -97.286901,            1
 100,    2,   17.882334,  -96.905881,          -25
 101,    2,   17.886923,  -96.524830,           25
 102,    2,   17.890492,  -96.143756,           49
 103,    2,   17.893042,  -95.762663,           83
 104,    2,   17.894573,  -95.381559,          101
 105,    2,   17.895084,  -95.000448,           89
 106,    2,   17.894575,  -94.619337,           85
 107,    2,   17.893047,  -94.238233,           69
 108,    2,   17.890499,  -93.857140,           57
 109,    2,   17.886933,  -93.476065,           59
 110,    2,   17.882346,  -93.095015,           47
 111,    2,   17.876741,  -92.713994,           47
 112,    2,   17.870117,  -92.333010,           51
 113,    2,   17.862474,  -91.952068,           49
 114,    2,   17.853812,  -91.571174,           43
 115,    2,   17.844133,  -91.190334,           13
 116,    2,   17.833435,  -90.809554,          -13
 117,    2,   17.821719,  -90.428841,          -31
 118,    2,   17.808987,  -90.048199,          -33
 119,    2,   17.795237,  -89.667636,           13
 120,    2,   17.780471,  -89.287156,           25
 121,    2,   17.764689,  -88.906767,           35
 122,    2,   17.747891,  -88.526473,           45
 123,    2,   17.730078,  -88.146282,           -5
 124,    2,   17.711251,  -87.766198,           -7
 125,    2,   17.691409,  -87.386229,           -5
 126,    2,   17.670555,  -87.006378,           -3
 127,    2,   17.648687,  -86.626654,           -3
 128,    2,   17.625808,  -86.247061,           -5
 129,    2,   17.601917,  -85.867605,           -9
 130,    2,   17.577016,  -85.488293,          -13
 131,    2,   17.551104,  -85.109130,          -13
 132,    2,   17.524184,  -84.730121,          -11
 133,    2,   17.496255,  -84.351274,          -23
 134,    2,   17.467319,  -83.972593,          -29
 135,    2,   17.437376,  -83.594084,          -27
 136,    2,   17.406428,  -83.215753,          -17
 137,    2,   17.374475,  -82.837607,           -7
 138,    2,   17.341518,  -82.459650,            1
 139,    2,   17.307559,  -82.081888,           -1
 140,    2,   17.272597,  -81.704328,            1
 141,    2,   17.236636,  -81.326974,            5
 142,    2,   17.199674,  -80.949833,            1
 143,    2,   17.161715,  -80.572910,           -7
 144,    2,   17.122758,  -80.196211,           -9
 145,    2,   17.082805,  -79.819741,          -13
 146,    2,   17.041857,  -79.443506,          -11
 147,    2,   16.999916,  -79.067511,           -9
 148,    2,   16.956982,  -78.691763,           -9
 149,    2,   16.913057,  -78.316266,          -11
 150,    2,   16.868143,  -77.941026,            7
 151,    2,   16.822241,  -77.566049,           17
 152,    2,   16.775351,  -77.191339,           29
 153,    2,   16.727477,  -76.816904,           35
 154,    2,   16.678618,  -76.442747,           43
 155,    2,   16.628777,  -76.068874,           53
 156,    2,   16.577956,  -75.695291,           55
 157,    2,   16.526154,  -75.322003,           49
 158,    2,   16.473376,  -74.949015,           49
 159,    2,   16.419621,  -74.576333,           49
 160,    2,   16.364892,  -74.203961,           47
 161,    2,   16.309190,  -73.831906,           41
 162,    2,   16.252517,  -73.460171,           39
 163,    2,   16.194875,  -73.088763,           41
 164,    2,   16.136266,  -72.717687,           47
 165,    2,   16.076690,  -72.346947,           57
 166,    2,   16.016152,  -71.976548,           57
 167,    2,   15.954651,  -71.606497,           51
 168,    2,   15.892190,  -71.236797,           49
 169,    2,   15.828772,  -70.867454,           45
 170,    2,   15.764397,  -70.498473,           39
 171,    2,   15.699069,  -70.129858,           39
 172,    2,   15.632788,  -69.761615,           33
 173,    2,   15.565558,  -69.393748,           11
 174,    2,   15.497380,  -69.026262,           13
 175,    2,   15.428256,  -68.659162,           15
 176,    2,   15.358189,  -68.292453,           21
 177,    2,   15.287180,  -67.926140,            7
 178,    2,   15.215233,  -67.560227,            9
 179,    2,   15.142349,  -67.194719,           21
 180,    2,   15.068530,  -66.829620,           17
 181,    2,   14.993779,  -66.464935,           -3
 182,    2,   14.918099,  -66.100669,            7
 183,    2,   14.841491,  -65.736826,           25
 184,    2,   14.763958,  -65.373411,           45
 185,    2,   14.685503,  -65.010428,           41
   1,    3,   12.875468, -133.664297,          141
   2,    3,   12.975627, -133.312094,          161
   3,    3,   13.074929, -132.959360,          171
   4,    3,   13.173370, -132.606097,          161
   5,    3,   13.270946, -132.252309,          157
   6,    3,   13.367656, -131.898000,          145
   7,    3,   13.463495, -131.543173,          133
   8,    3,   13.558460, -131.187832,          115
   9,    3,   13.652550, -130.831981,          109
  10,    3,   13.745759, -130.475624,          105
  11,    3,   13.838086, -130.118764,          103
  12,    3,   13.929528, -129.761406,          107
  13,    3,   14.020081, -129.403554,          117
  14,    3,   14.109742, -129.045210,          117
  15,    3,   14.198510, -128.686381,          103
  16,    3,   14.286380, -128.327068,           83
  17,    3,   14.373351, -127.967277,           63
  18,    3,   14.459419, -127.607012,           45
  19,    3,   14.544581, -127.246276,           29
  20,    3,   14.628836, -126.885075,           17
  21,    3,   14.712179, -126.523411,           19
  22,    3,   14.794609, -126.161290,           33
  23,    3,   14.876124, -125.798716,           45
  24,    3,   14.956719, -125.435694,           51
  25,    3,   15.036393, -125.072226,           53
  26,    3,   15.115144, -124.708319,           51
  27,    3,   15.192968, -124.343976,           61
  28,    3,   15.269864, -123.979202,           75
  29,    3,   15.345829, -123.614001,           87
  30,    3,   15.420860, -123.248378,           81
  31,    3,   15.494955, -122.882338,           81
  32,    3,   15.568112, -122.515885,           93
  33,    3,   15.640329, -122.149024,           99
  34,    3,   15.711603, -121.781759,           91
  35,    3,   15.781932, -121.414096,           89
  36,    3,   15.851313, -121.046039,           87
  37,    3,   15.919746, -120.677592,           87
  38,    3,   15.987227, -120.308762,           95
  39,    3,   16.053754, -119.939552,           93
  40,    3,   16.119326, -119.569967,           79
  41,    3,   16.183940, -119.200013,           69
  42,    3,   16.247594, -118.829694,           75
  43,    3,   16.310286, -118.459015,           87
  44,    3,   16.372015, -118.087982,           87
  45,    3,   16.432778, -117.716600,           85
  46,    3,   16.492574, -117.344872,           75
  47,    3,   16.551400, -116.972806,           67
  48,    3,   16.609256, -116.600405,           67
  49,    3,   16.666138, -116.227675,           71
  50,    3,   16.722046, -115.854622,           83
  51,    3,   16.776977, -115.481249,           89
  52,    3,   16.830930, -115.107564,           87
  53,    3,   16.883904, -114.733570,           83
  54,    3,   16.935896, -114.359274,           83
  55,    3,   16.986905, -113.984680,           81
  56,    3,   17.036930, -113.609795,           71
  57,    3,   17.085968, -113.234622,           59
  58,    3,   17.134019, -112.859169,           51
  59,    3,   17.181081, -112.483440,           33
  60,    3,   17.227152, -112.107440,           31
  61,    3,   17.272231, -111.731176,           25
  62,    3,   17.316317, -111.354652,           21
  63,    3,   17.359409, -110.977875,           19
  64,    3,   17.401504, -110.600850,           27
  65,    3,   17.442602, -110.223582,           21
  66,    3,   17.482702, -109.846077,           21
  67,    3,   17.521802, -109.468341,           21
  68,    3,   17.559901, -109.090379,           15
  69,    3,   17.596998, -108.712198,           15
  70,    3,   17.633092, -108.333802,           17
  71,    3,   17.668181, -107.955198,           23
  72,    3,   17.702265, -107.576390,           39
  73,    3,   17.735343, -107.197386,           63
  74,    3,   17.767414, -106.818191,           79
  75,    3,   17.798476, -106.438810,           81
  76,    3,   17.828528, -106.059249,           73
  77,    3,   17.857571, -105.679515,           49
  78,    3,   17.885602, -105.299612,           27
  79,    3,   17.912622, -104.919548,           15
  80,    3,   17.938628, -104.539327,           13
  81,    3,   17.963621, -104.158955,           11
  82,    3,   17.987600, -103.778440,            9
  83,    3,   18.010564, -103.397786,           -1
  84,    3,   18.032512, -103.016999,           -5
  85,    3,   18.053444, -102.636085,            5
  86,    3,   18.073359, -102.255051,           13
  87,    3,   18.092256, -101.873902,            5
  88,    3,   18.110135, -101.492644,           -1
  89,    3,   18.126995, -101.111284,          -43
  90,    3,   18.142836, -100.729826,          -37
  91,    3,   18.157657, -100.348278,           -3
  92,    3,   18.171459,  -99.966645,            5
  93,    3,   18.184239,  -99.584933,           -5
  94,    3,   18.195999,  -99.203149,           -1
  95,    3,   18.206737,  -98.821298,           15
  96,    3,   18.216454,  -98.439386,           25
  97,    3,   18.225149,  -98.057419,           45
  98,    3,   18.232822,  -97.675404,           37
  99,    3,   18.239472,  -97.293347,          -21
 100,    3,   18.245100,  -96.911253,            5
 101,    3,   18.249705,  -96.529129,           37
 102,    3,   18.253287,  -96.146980,           55
 103,    3,   18.255846,  -95.764813,           81
 104,    3,   18.257381,  -95.382634,           77
 105,    3,   18.257894,  -95.000449,           53
 106,    3,   18.257384,  -94.618264,          101
 107,    3,   18.255850,  -94.236085,           71
 108,    3,   18.253294,  -93.853918,           53
 109,    3,   18.249714,  -93.471770,           53
 110,    3,   18.245112,  -93.089645,           49
 111,    3,   18.239486,  -92.707551,           51
 112,    3,   18.232838,  -92.325494,           49
 113,    3,   18.225168,  -91.943479,           39
 114,    3,   18.216476,  -91.561512,           35
 115,    3,   18.206761,  -91.179600,           -9
 116,    3,   18.196025,  -90.797749,          -35
 117,    3,   18.184268,  -90.415964,          -49
 118,    3,   18.171490,  -90.034252,          -55
 119,    3,   18.157691,  -89.652619,          -49
 120,    3,   18.142872,  -89.271071,          -47
 121,    3,   18.127033,  -88.889613,          -33
 122,    3,   18.110176,  -88.508252,          -49
 123,    3,   18.092299,  -88.126994,          -35
 124,    3,   18.073404,  -87.745845,          -23
 125,    3,   18.053492,  -87.364810,          -11
 126,    3,   18.032563,  -86.983897,           -5
 127,    3,   18.010617,  -86.603109,            1
 128,    3,   17.987655,  -86.222455,           -7
 129,    3,   17.963679,  -85.841939,          -13
 130,    3,   17.938688,  -85.461567,          -21
 131,    3,   17.912684,  -85.081346,          -19
 132,    3,   17.885667,  -84.701281,           -7
 133,    3,   17.857638,  -84.321378,           -1
 134,    3,   17.828598,  -83.941643,          -25
 135,    3,   17.798547,  -83.562082,          -23
 136,    3,   17.767488,  -83.182701,          -17
 137,    3,   17.735420,  -82.803505,           -9
 138,    3,   17.702344,  -82.424500,           -7
 139,    3,   17.668263,  -82.045693,           -1
 140,    3,   17.633175,  -81.667088,           -3
 141,    3,   17.597084,  -81.288691,           -3
 142,    3,   17.559989,  -80.910509,            9
 143,    3,   17.521893,  -80.532547,            9
 144,    3,   17.482795,  -80.154810,            9
 145,    3,   17.442698,  -79.777305,            5
 146,    3,   17.401602,  -79.400037,            5
 147,    3,   17.359509,  -79.023011,           -7
 148,    3,   17.316420,  -78.646233,           -7
 149,    3,   17.272336,  -78.269709,           -7
 150,    3,   17.227259,  -77.893444,            9
 151,    3,   17.181190,  -77.517444,           25
 152,    3,   17.134131,  -77.141714,           25
 153,    3,   17.086082,  -76.766260,           27
 154,    3,   17.037046,  -76.391087,           33
 155,    3,   16.987024,  -76.016201,           41
 156,    3,   16.936017,  -75.641606,           51
 157,    3,   16.884027,  -75.267309,           53
 158,    3,   16.831056,  -74.893315,           51
 159,    3,   16.777105,  -74.519629,           51
 160,    3,   16.722176,  -74.146256,           49
 161,    3,   16.666271,  -73.773201,           49
 162,    3,   16.609391,  -73.400471,           43
 163,    3,   16.551538,  -73.028069,           37
 164,    3,   16.492713,  -72.656002,           45
 165,    3,   16.432920,  -72.284274,           55
 166,    3,   16.372159,  -71.912890,           57
 167,    3,   16.310432,  -71.541856,           55
 168,    3,   16.247742,  -71.171177,           51
 169,    3,   16.184090,  -70.800857,           47
 170,    3,   16.119479,  -70.430902,           37
 171,    3,   16.053909,  -70.061317,           37
 172,    3,   15.987384,  -69.692106,           31
 173,    3,   15.919906,  -69.323274,           15
 174,    3,   15.851475,  -68.954827,           15
 175,    3,   15.782096,  -68.586769,           23
 176,    3,   15.711769,  -68.219105,           25
 177,    3,   15.640498,  -67.851839,           23
 178,    3,   15.568283,  -67.484977,           25
 179,    3,   15.495128,  -67.118523,           25
 180,    3,   15.421035,  -66.752482,           19
 181,    3,   15.346006,  -66.386858,           21
 182,    3,   15.270044,  -66.021656,           19
 183,    3,   15.193150,  -65.656881,           37
 184,    3,   15.115328,  -65.292537,           51
 185,    3,   15.036580,  -64.928629,           49
   1,    4,   13.218725, -133.767747,          111
   2,    4,   13.319266, -133.414705,          147
   3,    4,   13.418946, -133.061128,          171
   4,    4,   13.517761, -132.707018,          155
   5,    4,   13.615709, -132.352379,          151
   6,    4,   13.712785, -131.997215,          145
   7,    4,   13.808988, -131.641529,          145
   8,    4,   13.904313, -131.285325,          141
   9,    4,   13.998758, -130.928608,          125
  10,    4,   14.092319, -130.571380,          107
  11,    4,   14.184995, -130.213646,           93
  12,    4,   14.276781, -129.855409,           91
  13,    4,   14.367675, -129.496674,           93
  14,    4,   14.457674, -129.137445,           89
  15,    4,   14.546774, -128.777725,           81
  16,    4,   14.634974, -128.417519,           69
  17,    4,   14.722271, -128.056830,           59
  18,    4,   14.808661, -127.695664,           49
  19,    4,   14.894142, -127.334023,           43
  20,    4,   14.978711, -126.971913,           39
  21,    4,   15.062365, -126.609338,           33
  22,    4,   15.145102, -126.246301,           37
  23,    4,   15.226920, -125.882808,           53
  24,    4,   15.307815, -125.518862,           75
  25,    4,   15.387785, -125.154468,           95
  26,    4,   15.466828, -124.789631,           99
  27,    4,   15.544941, -124.424354,           89
  28,    4,   15.622121, -124.058643,           87
  29,    4,   15.698366, -123.692502,           97
  30,    4,   15.773675, -123.325936,           99
  31,    4,   15.848043, -122.958948,          103
  32,    4,   15.921470, -122.591545,          109
  33,    4,   15.993953, -122.223730,          119
  34,    4,   16.065489, -121.855509,          121
  35,    4,   16.136076, -121.486885,          125
  36,    4,   16.205713, -121.117865,          125
  37,    4,   16.274396, -120.748452,          127
  38,    4,   16.342124, -120.378652,          133
  39,    4,   16.408895, -120.008469,          121
  40,    4,   16.474706, -119.637909,          123
  41,    4,   16.539556, -119.266976,          117
  42,    4,   16.603443, -118.895676,          117
  43,    4,   16.666364, -118.524013,          117
  44,    4,   16.728318, -118.151992,          113
  45,    4,   16.789302, -117.779619,          111
  46,    4,   16.849315, -117.406899,          107
  47,    4,   16.908356, -117.033836,           99
  48,    4,   16.966421, -116.660437,           89
  49,    4,   17.023510, -116.286706,           79
  50,    4,   17.079620, -115.912648,           77
  51,    4,   17.134750, -115.538269,           79
  52,    4,   17.188899, -115.163575,           85
  53,    4,   17.242064, -114.788569,           89
  54,    4,   17.294244, -114.413259,           81
  55,    4,   17.345437, -114.037648,           71
  56,    4,   17.395642, -113.661743,           59
  57,    4,   17.444857, -113.285550,           53
  58,    4,   17.493081, -112.909072,           55
  59,    4,   17.540312, -112.532317,           59
  60,    4,   17.586549, -112.155289,           63
  61,    4,   17.631791, -111.777994,           59
  62,    4,   17.676035, -111.400438,           53
  63,    4,   17.719281, -111.022626,           53
  64,    4,   17.761528, -110.644564,           59
  65,    4,   17.802773, -110.266257,           49
  66,    4,   17.843017, -109.887711,           35
  67,    4,   17.882257, -109.508932,           21
  68,    4,   17.920492, -109.129926,           17
  69,    4,   17.957722, -108.750697,            7
  70,    4,   17.993945, -108.371253,            5
  71,    4,   18.029160, -107.991598,            7
  72,    4,   18.063366, -107.611739,           13
  73,    4,   18.096561, -107.231682,           21
  74,    4,   18.128746, -106.851431,           45
  75,    4,   18.159919, -106.470993,           53
  76,    4,   18.190079, -106.090374,           73
  77,    4,   18.219225, -105.709580,           59
  78,    4,   18.247356, -105.328617,           37
  79,    4,   18.274471, -104.947490,           11
  80,    4,   18.300571, -104.566205,           11
  81,    4,   18.325653, -104.184769,           17
  82,    4,   18.349717, -103.803187,           17
  83,    4,   18.372762, -103.421465,           -1
  84,    4,   18.394788, -103.039610,           -1
  85,    4,   18.415794, -102.657627,            1
  86,    4,   18.435780, -102.275522,          -17
  87,    4,   18.454744, -101.893301,          -25
  88,    4,   18.472686, -101.510971,          -11
  89,    4,   18.489607, -101.128537,          -17
