   X,    Y,    Latitude,   Longitude, TMP_200612191200
 128,    1,   17.264243,  -86.271530,           47
 129,    1,   17.240439,  -85.893128,           47
 130,    1,   17.215627,  -85.514869,           45
 131,    1,   17.189809,  -85.136758,           48
 132,    1,   17.162986,  -84.758800,           47
 133,    1,   17.135158,  -84.381002,           47
 134,    1,   17.106326,  -84.003369,           47
 135,    1,   17.076491,  -83.625907,           46
 136,    1,   17.045655,  -83.248622,           46
 137,    1,   17.013817,  -82.871519,           47
 138,    1,   16.980980,  -82.494604,           47
 139,    1,   16.947143,  -82.117883,           47
 140,    1,   16.912308,  -81.741361,           47
 141,    1,   16.876477,  -81.365045,           47
 142,    1,   16.839649,  -80.988939,           47
 143,    1,   16.801827,  -80.613049,           46
 144,    1,   16.763012,  -80.237381,           46
 145,    1,   16.723204,  -79.861941,           46
 146,    1,   16.682405,  -79.486734,           46
 147,    1,   16.640616,  -79.111765,           47
 148,    1,   16.597838,  -78.737040,           46
 149,    1,   16.554073,  -78.362565,           45
 150,    1,   16.509323,  -77.988345,           46
 151,    1,   16.463587,  -77.614385,           46
 152,    1,   16.416869,  -77.240691,           46
 153,    1,   16.369169,  -76.867269,           45
 154,    1,   16.320489,  -76.494122,           45
 155,    1,   16.270830,  -76.121258,           46
 156,    1,   16.220194,  -75.748681,           45
 157,    1,   16.168583,  -75.376397,           45
 158,    1,   16.115997,  -75.004410,           46
 159,    1,   16.062439,  -74.632726,           46
 160,    1,   16.007911,  -74.261351,           47
 161,    1,   15.952413,  -73.890289,           48
 162,    1,   15.895949,  -73.519546,           48
 163,    1,   15.838518,  -73.149126,           47
 164,    1,   15.780125,  -72.779035,           47
 165,    1,   15.720769,  -72.409278,           47
 166,    1,   15.660453,  -72.039860,           47
 167,    1,   15.599179,  -71.670786,           47
 168,    1,   15.536949,  -71.302060,           47
 169,    1,   15.473765,  -70.933689,           47
 170,    1,   15.409628,  -70.565676,           46
 171,    1,   15.344542,  -70.198027,           46
 172,    1,   15.278507,  -69.830747,           46
 173,    1,   15.211525,  -69.463840,           46
 174,    1,   15.143600,  -69.097311,           46
 175,    1,   15.074733,  -68.731165,           46
 176,    1,   15.004927,  -68.365407,           46
 177,    1,   14.934183,  -68.000041,           46
 178,    1,   14.862503,  -67.635072,           46
 179,    1,   14.789891,  -67.270505,           47
 180,    1,   14.716348,  -66.906344,           48
 181,    1,   14.641876,  -66.542593,           48
 182,    1,   14.566479,  -66.179259,           48
 183,    1,   14.490158,  -65.816344,           46
 184,    1,   14.412916,  -65.453853,           47
 185,    1,   14.334755,  -65.091791,           47
   1,    2,   12.532556, -133.561383,           44
   2,    2,   12.632332, -133.210016,           44
   3,    2,   12.731254, -132.858120,           44
   4,    2,   12.829319, -132.505701,           44
   5,    2,   12.926524, -132.152760,           44
   6,    2,   13.022865, -131.799302,           44
   7,    2,   13.118339, -131.445330,           45
   8,    2,   13.212944, -131.090849,           46
   9,    2,   13.306676, -130.735861,           45
  10,    2,   13.399532, -130.380371,           44
  11,    2,   13.491510, -130.024382,           45
  12,    2,   13.582605, -129.667898,           45
  13,    2,   13.672816, -129.310924,           45
  14,    2,   13.762140, -128.953463,           46
  15,    2,   13.850573, -128.595519,           46
  16,    2,   13.938112, -128.237096,           46
  17,    2,   14.024756, -127.878198,           45
  18,    2,   14.110501, -127.518830,           46
  19,    2,   14.195344, -127.158995,           45
  20,    2,   14.279282, -126.798698,           46
  21,    2,   14.362314, -126.437942,           46
  22,    2,   14.444436, -126.076733,           46
  23,    2,   14.525645, -125.715074,           46
  24,    2,   14.605940, -125.352970,           46
  25,    2,   14.685317, -124.990424,           46
  26,    2,   14.763775, -124.627442,           46
  27,    2,   14.841310, -124.264028,           46
  28,    2,   14.917920, -123.900187,           47
  29,    2,   14.993602, -123.535922,           47
  30,    2,   15.068355, -123.171238,           47
  31,    2,   15.142176, -122.806140,           46
  32,    2,   15.215063, -122.440633,           46
  33,    2,   15.287012, -122.074721,           46
  34,    2,   15.358023, -121.708408,           46
  35,    2,   15.428092, -121.341700,           46
  36,    2,   15.497218, -120.974601,           46
  37,    2,   15.565399, -120.607117,           45
  38,    2,   15.632631, -120.239251,           45
  39,    2,   15.698914, -119.871008,           45
  40,    2,   15.764245, -119.502394,           45
  41,    2,   15.828622, -119.133414,           45
  42,    2,   15.892042, -118.764072,           45
  43,    2,   15.954505, -118.394373,           45
  44,    2,   16.016008, -118.024322,           46
  45,    2,   16.076549, -117.653924,           46
  46,    2,   16.136127, -117.283185,           45
  47,    2,   16.194738, -116.912109,           44
  48,    2,   16.252383, -116.540702,           45
  49,    2,   16.309058, -116.168968,           45
  50,    2,   16.364762, -115.796914,           44
  51,    2,   16.419493, -115.424543,           44
  52,    2,   16.473251, -115.051861,           45
  53,    2,   16.526032, -114.678874,           46
  54,    2,   16.577835, -114.305587,           46
  55,    2,   16.628659, -113.932004,           46
  56,    2,   16.678502, -113.558132,           46
  57,    2,   16.727363, -113.183976,           46
  58,    2,   16.775240, -112.809541,           46
  59,    2,   16.822132, -112.434833,           47
  60,    2,   16.868036, -112.059856,           47
  61,    2,   16.912953, -111.684617,           46
  62,    2,   16.956880, -111.309120,           46
  63,    2,   16.999816, -110.933373,           45
  64,    2,   17.041759, -110.557379,           45
  65,    2,   17.082710, -110.181144,           45
  66,    2,   17.122665, -109.804675,           45
  67,    2,   17.161624, -109.427976,           46
  68,    2,   17.199586, -109.051053,           47
  69,    2,   17.236550, -108.673913,           47
  70,    2,   17.272514, -108.296559,           47
  71,    2,   17.307478, -107.918999,           47
  72,    2,   17.341440, -107.541238,           47
  73,    2,   17.374399, -107.163282,           47
  74,    2,   17.406354, -106.785136,           47
  75,    2,   17.437305, -106.406806,           47
  76,    2,   17.467250, -106.028297,           46
  77,    2,   17.496188, -105.649617,           46
  78,    2,   17.524119, -105.270770,           46
  79,    2,   17.551042, -104.891762,           46
  80,    2,   17.576956, -104.512599,           46
  81,    2,   17.601860, -104.133287,           46
  82,    2,   17.625753, -103.753831,           46
  83,    2,   17.648635, -103.374239,           46
  84,    2,   17.670505, -102.994514,           46
  85,    2,   17.691362, -102.614664,           46
  86,    2,   17.711205, -102.234695,           45
  87,    2,   17.730035, -101.854612,           46
  88,    2,   17.747850, -101.474420,           47
  89,    2,   17.764650, -101.094127,           47
  90,    2,   17.780435, -100.713738,           46
  91,    2,   17.795203, -100.333259,           46
  92,    2,   17.808956,  -99.952696,           44
  93,    2,   17.821691,  -99.572054,           45
  94,    2,   17.833408,  -99.191341,           46
  95,    2,   17.844109,  -98.810561,           46
  96,    2,   17.853791,  -98.429721,           46
  97,    2,   17.862455,  -98.048827,           48
  98,    2,   17.870100,  -97.667885,           50
  99,    2,   17.876727,  -97.286901,           48
 100,    2,   17.882334,  -96.905881,           49
 101,    2,   17.886923,  -96.524830,           46
 102,    2,   17.890492,  -96.143756,           46
 103,    2,   17.893042,  -95.762663,           45
 104,    2,   17.894573,  -95.381559,           45
 105,    2,   17.895084,  -95.000448,           46
 106,    2,   17.894575,  -94.619337,           46
 107,    2,   17.893047,  -94.238233,           46
 108,    2,   17.890499,  -93.857140,           47
 109,    2,   17.886933,  -93.476065,           47
 110,    2,   17.882346,  -93.095015,           46
 111,    2,   17.876741,  -92.713994,           46
 112,    2,   17.870117,  -92.333010,           47
 113,    2,   17.862474,  -91.952068,           46
 114,    2,   17.853812,  -91.571174,           46
 115,    2,   17.844133,  -91.190334,           46
 116,    2,   17.833435,  -90.809554,           46
 117,    2,   17.821719,  -90.428841,           46
 118,    2,   17.808987,  -90.048199,           46
 119,    2,   17.795237,  -89.667636,           46
 120,    2,   17.780471,  -89.287156,           47
 121,    2,   17.764689,  -88.906767,           47
 122,    2,   17.747891,  -88.526473,           48
 123,    2,   17.730078,  -88.146282,           47
 124,    2,   17.711251,  -87.766198,           47
 125,    2,   17.691409,  -87.386229,           46
 126,    2,   17.670555,  -87.006378,           47
 127,    2,   17.648687,  -86.626654,           46
 128,    2,   17.625808,  -86.247061,           46
 129,    2,   17.601917,  -85.867605,           45
 130,    2,   17.577016,  -85.488293,           45
 131,    2,   17.551104,  -85.109130,           48
 132,    2,   17.524184,  -84.730121,           47
 133,    2,   17.496255,  -84.351274,           47
 134,    2,   17.467319,  -83.972593,           47
 135,    2,   17.437376,  -83.594084,           47
 136,    2,   17.406428,  -83.215753,           47
 137,    2,   17.374475,  -82.837607,           47
 138,    2,   17.341518,  -82.459650,           47
 139,    2,   17.307559,  -82.081888,           47
 140,    2,   17.272597,  -81.704328,           47
 141,    2,   17.236636,  -81.326974,           47
 142,    2,   17.199674,  -80.949833,           47
 143,    2,   17.161715,  -80.572910,           46
 144,    2,   17.122758,  -80.196211,           46
 145,    2,   17.082805,  -79.819741,           46
 146,    2,   17.041857,  -79.443506,           46
 147,    2,   16.999916,  -79.067511,           46
 148,    2,   16.956982,  -78.691763,           46
 149,    2,   16.913057,  -78.316266,           46
 150,    2,   16.868143,  -77.941026,           46
 151,    2,   16.822241,  -77.566049,           47
 152,    2,   16.775351,  -77.191339,           45
 153,    2,   16.727477,  -76.816904,           43
 154,    2,   16.678618,  -76.442747,           44
 155,    2,   16.628777,  -76.068874,           46
 156,    2,   16.577956,  -75.695291,           45
 157,    2,   16.526154,  -75.322003,           45
 158,    2,   16.473376,  -74.949015,           46
 159,    2,   16.419621,  -74.576333,           46
 160,    2,   16.364892,  -74.203961,           47
 161,    2,   16.309190,  -73.831906,           47
 162,    2,   16.252517,  -73.460171,           47
 163,    2,   16.194875,  -73.088763,           48
 164,    2,   16.136266,  -72.717687,           48
 165,    2,   16.076690,  -72.346947,           48
 166,    2,   16.016152,  -71.976548,           47
 167,    2,   15.954651,  -71.606497,           47
 168,    2,   15.892190,  -71.236797,           47
 169,    2,   15.828772,  -70.867454,           46
 170,    2,   15.764397,  -70.498473,           46
 171,    2,   15.699069,  -70.129858,           46
 172,    2,   15.632788,  -69.761615,           46
 173,    2,   15.565558,  -69.393748,           46
 174,    2,   15.497380,  -69.026262,           46
 175,    2,   15.428256,  -68.659162,           46
 176,    2,   15.358189,  -68.292453,           46
 177,    2,   15.287180,  -67.926140,           46
 178,    2,   15.215233,  -67.560227,           46
 179,    2,   15.142349,  -67.194719,           48
 180,    2,   15.068530,  -66.829620,           48
 181,    2,   14.993779,  -66.464935,           47
 182,    2,   14.918099,  -66.100669,           47
 183,    2,   14.841491,  -65.736826,           47
 184,    2,   14.763958,  -65.373411,           47
 185,    2,   14.685503,  -65.010428,           47
   1,    3,   12.875468, -133.664297,           43
   2,    3,   12.975627, -133.312094,           44
   3,    3,   13.074929, -132.959360,           44
   4,    3,   13.173370, -132.606097,           44
   5,    3,   13.270946, -132.252309,           44
   6,    3,   13.367656, -131.898000,           45
   7,    3,   13.463495, -131.543173,           45
   8,    3,   13.558460, -131.187832,           45
   9,    3,   13.652550, -130.831981,           44
  10,    3,   13.745759, -130.475624,           44
  11,    3,   13.838086, -130.118764,           44
  12,    3,   13.929528, -129.761406,           44
  13,    3,   14.020081, -129.403554,           44
  14,    3,   14.109742, -129.045210,           45
  15,    3,   14.198510, -128.686381,           46
  16,    3,   14.286380, -128.327068,           46
  17,    3,   14.373351, -127.967277,           44
  18,    3,   14.459419, -127.607012,           45
  19,    3,   14.544581, -127.246276,           45
  20,    3,   14.628836, -126.885075,           46
  21,    3,   14.712179, -126.523411,           46
  22,    3,   14.794609, -126.161290,           46
  23,    3,   14.876124, -125.798716,           46
  24,    3,   14.956719, -125.435694,           46
  25,    3,   15.036393, -125.072226,           47
  26,    3,   15.115144, -124.708319,           46
  27,    3,   15.192968, -124.343976,           46
  28,    3,   15.269864, -123.979202,           47
  29,    3,   15.345829, -123.614001,           46
  30,    3,   15.420860, -123.248378,           46
  31,    3,   15.494955, -122.882338,           47
  32,    3,   15.568112, -122.515885,           46
  33,    3,   15.640329, -122.149024,           46
  34,    3,   15.711603, -121.781759,           45
  35,    3,   15.781932, -121.414096,           45
  36,    3,   15.851313, -121.046039,           45
  37,    3,   15.919746, -120.677592,           45
  38,    3,   15.987227, -120.308762,           45
  39,    3,   16.053754, -119.939552,           44
  40,    3,   16.119326, -119.569967,           44
  41,    3,   16.183940, -119.200013,           45
  42,    3,   16.247594, -118.829694,           45
  43,    3,   16.310286, -118.459015,           45
  44,    3,   16.372015, -118.087982,           46
  45,    3,   16.432778, -117.716600,           46
  46,    3,   16.492574, -117.344872,           45
  47,    3,   16.551400, -116.972806,           44
  48,    3,   16.609256, -116.600405,           44
  49,    3,   16.666138, -116.227675,           44
  50,    3,   16.722046, -115.854622,           44
  51,    3,   16.776977, -115.481249,           44
  52,    3,   16.830930, -115.107564,           44
  53,    3,   16.883904, -114.733570,           45
  54,    3,   16.935896, -114.359274,           45
  55,    3,   16.986905, -113.984680,           45
  56,    3,   17.036930, -113.609795,           45
  57,    3,   17.085968, -113.234622,           46
  58,    3,   17.134019, -112.859169,           46
  59,    3,   17.181081, -112.483440,           46
  60,    3,   17.227152, -112.107440,           46
  61,    3,   17.272231, -111.731176,           46
  62,    3,   17.316317, -111.354652,           45
  63,    3,   17.359409, -110.977875,           44
  64,    3,   17.401504, -110.600850,           44
  65,    3,   17.442602, -110.223582,           45
  66,    3,   17.482702, -109.846077,           45
  67,    3,   17.521802, -109.468341,           45
  68,    3,   17.559901, -109.090379,           46
  69,    3,   17.596998, -108.712198,           46
  70,    3,   17.633092, -108.333802,           47
  71,    3,   17.668181, -107.955198,           47
  72,    3,   17.702265, -107.576390,           47
  73,    3,   17.735343, -107.197386,           47
  74,    3,   17.767414, -106.818191,           47
  75,    3,   17.798476, -106.438810,           47
  76,    3,   17.828528, -106.059249,           47
  77,    3,   17.857571, -105.679515,           46
  78,    3,   17.885602, -105.299612,           46
  79,    3,   17.912622, -104.919548,           46
  80,    3,   17.938628, -104.539327,           46
  81,    3,   17.963621, -104.158955,           46
  82,    3,   17.987600, -103.778440,           46
  83,    3,   18.010564, -103.397786,           46
  84,    3,   18.032512, -103.016999,           46
  85,    3,   18.053444, -102.636085,           45
  86,    3,   18.073359, -102.255051,           46
  87,    3,   18.092256, -101.873902,           46
  88,    3,   18.110135, -101.492644,           47
  89,    3,   18.126995, -101.111284,           47
  90,    3,   18.142836, -100.729826,           45
  91,    3,   18.157657, -100.348278,           44
  92,    3,   18.171459,  -99.966645,           46
  93,    3,   18.184239,  -99.584933,           45
  94,    3,   18.195999,  -99.203149,           46
  95,    3,   18.206737,  -98.821298,           47
  96,    3,   18.216454,  -98.439386,           47
  97,    3,   18.225149,  -98.057419,           48
  98,    3,   18.232822,  -97.675404,           50
  99,    3,   18.239472,  -97.293347,           48
 100,    3,   18.245100,  -96.911253,           48
 101,    3,   18.249705,  -96.529129,           46
 102,    3,   18.253287,  -96.146980,           46
 103,    3,   18.255846,  -95.764813,           45
 104,    3,   18.257381,  -95.382634,           45
 105,    3,   18.257894,  -95.000449,           46
 106,    3,   18.257384,  -94.618264,           46
 107,    3,   18.255850,  -94.236085,           46
 108,    3,   18.253294,  -93.853918,           46
 109,    3,   18.249714,  -93.471770,           46
 110,    3,   18.245112,  -93.089645,           46
 111,    3,   18.239486,  -92.707551,           46
 112,    3,   18.232838,  -92.325494,           46
 113,    3,   18.225168,  -91.943479,           47
 114,    3,   18.216476,  -91.561512,           46
 115,    3,   18.206761,  -91.179600,           46
 116,    3,   18.196025,  -90.797749,           46
 117,    3,   18.184268,  -90.415964,           46
 118,    3,   18.171490,  -90.034252,           46
 119,    3,   18.157691,  -89.652619,           47
 120,    3,   18.142872,  -89.271071,           47
 121,    3,   18.127033,  -88.889613,           48
 122,    3,   18.110176,  -88.508252,           48
 123,    3,   18.092299,  -88.126994,           48
 124,    3,   18.073404,  -87.745845,           48
 125,    3,   18.053492,  -87.364810,           45
 126,    3,   18.032563,  -86.983897,           44
 127,    3,   18.010617,  -86.603109,           46
 128,    3,   17.987655,  -86.222455,           45
 129,    3,   17.963679,  -85.841939,           44
 130,    3,   17.938688,  -85.461567,           48
 131,    3,   17.912684,  -85.081346,           47
 132,    3,   17.885667,  -84.701281,           47
 133,    3,   17.857638,  -84.321378,           47
 134,    3,   17.828598,  -83.941643,           47
 135,    3,   17.798547,  -83.562082,           47
 136,    3,   17.767488,  -83.182701,           47
 137,    3,   17.735420,  -82.803505,           47
 138,    3,   17.702344,  -82.424500,           47
 139,    3,   17.668263,  -82.045693,           47
 140,    3,   17.633175,  -81.667088,           47
 141,    3,   17.597084,  -81.288691,           47
 142,    3,   17.559989,  -80.910509,           47
 143,    3,   17.521893,  -80.532547,           46
 144,    3,   17.482795,  -80.154810,           46
 145,    3,   17.442698,  -79.777305,           45
 146,    3,   17.401602,  -79.400037,           45
 147,    3,   17.359509,  -79.023011,           45
 148,    3,   17.316420,  -78.646233,           45
 149,    3,   17.272336,  -78.269709,           46
 150,    3,   17.227259,  -77.893444,           46
 151,    3,   17.181190,  -77.517444,           46
 152,    3,   17.134131,  -77.141714,           46
 153,    3,   17.086082,  -76.766260,           46
 154,    3,   17.037046,  -76.391087,           44
 155,    3,   16.987024,  -76.016201,           45
 156,    3,   16.936017,  -75.641606,           45
 157,    3,   16.884027,  -75.267309,           45
 158,    3,   16.831056,  -74.893315,           46
 159,    3,   16.777105,  -74.519629,           46
 160,    3,   16.722176,  -74.146256,           47
 161,    3,   16.666271,  -73.773201,           47
 162,    3,   16.609391,  -73.400471,           48
 163,    3,   16.551538,  -73.028069,           48
 164,    3,   16.492713,  -72.656002,           48
 165,    3,   16.432920,  -72.284274,           48
 166,    3,   16.372159,  -71.912890,           47
 167,    3,   16.310432,  -71.541856,           47
 168,    3,   16.247742,  -71.171177,           46
 169,    3,   16.184090,  -70.800857,           46
 170,    3,   16.119479,  -70.430902,           46
 171,    3,   16.053909,  -70.061317,           46
 172,    3,   15.987384,  -69.692106,           46
 173,    3,   15.919906,  -69.323274,           46
 174,    3,   15.851475,  -68.954827,           46
 175,    3,   15.782096,  -68.586769,           46
 176,    3,   15.711769,  -68.219105,           46
 177,    3,   15.640498,  -67.851839,           46
 178,    3,   15.568283,  -67.484977,           47
 179,    3,   15.495128,  -67.118523,           46
 180,    3,   15.421035,  -66.752482,           46
 181,    3,   15.346006,  -66.386858,           47
 182,    3,   15.270044,  -66.021656,           48
 183,    3,   15.193150,  -65.656881,           48
 184,    3,   15.115328,  -65.292537,           49
 185,    3,   15.036580,  -64.928629,           49
   1,    4,   13.218725, -133.767747,           44
   2,    4,   13.319266, -133.414705,           44
   3,    4,   13.418946, -133.061128,           44
   4,    4,   13.517761, -132.707018,           44
   5,    4,   13.615709, -132.352379,           44
   6,    4,   13.712785, -131.997215,           44
   7,    4,   13.808988, -131.641529,           45
   8,    4,   13.904313, -131.285325,           44
   9,    4,   13.998758, -130.928608,           44
  10,    4,   14.092319, -130.571380,           44
  11,    4,   14.184995, -130.213646,           44
  12,    4,   14.276781, -129.855409,           44
  13,    4,   14.367675, -129.496674,           44
  14,    4,   14.457674, -129.137445,           44
  15,    4,   14.546774, -128.777725,           44
  16,    4,   14.634974, -128.417519,           45
  17,    4,   14.722271, -128.056830,           45
  18,    4,   14.808661, -127.695664,           44
  19,    4,   14.894142, -127.334023,           45
  20,    4,   14.978711, -126.971913,           45
  21,    4,   15.062365, -126.609338,           45
  22,    4,   15.145102, -126.246301,           45
  23,    4,   15.226920, -125.882808,           45
  24,    4,   15.307815, -125.518862,           46
  25,    4,   15.387785, -125.154468,           46
  26,    4,   15.466828, -124.789631,           47
  27,    4,   15.544941, -124.424354,           46
  28,    4,   15.622121, -124.058643,           46
  29,    4,   15.698366, -123.692502,           46
  30,    4,   15.773675, -123.325936,           46
  31,    4,   15.848043, -122.958948,           46
  32,    4,   15.921470, -122.591545,           46
  33,    4,   15.993953, -122.223730,           46
  34,    4,   16.065489, -121.855509,           45
  35,    4,   16.136076, -121.486885,           45
  36,    4,   16.205713, -121.117865,           45
  37,    4,   16.274396, -120.748452,           45
  38,    4,   16.342124, -120.378652,           45
  39,    4,   16.408895, -120.008469,           44
  40,    4,   16.474706, -119.637909,           45
  41,    4,   16.539556, -119.266976,           46
  42,    4,   16.603443, -118.895676,           46
  43,    4,   16.666364, -118.524013,           46
  44,    4,   16.728318, -118.151992,           46
  45,    4,   16.789302, -117.779619,           46
  46,    4,   16.849315, -117.406899,           45
  47,    4,   16.908356, -117.033836,           45
  48,    4,   16.966421, -116.660437,           44
  49,    4,   17.023510, -116.286706,           44
  50,    4,   17.079620, -115.912648,           44
  51,    4,   17.134750, -115.538269,           44
  52,    4,   17.188899, -115.163575,           44
  53,    4,   17.242064, -114.788569,           44
  54,    4,   17.294244, -114.413259,           44
  55,    4,   17.345437, -114.037648,           45
  56,    4,   17.395642, -113.661743,           45
  57,    4,   17.444857, -113.285550,           45
  58,    4,   17.493081, -112.909072,           45
  59,    4,   17.540312, -112.532317,           45
  60,    4,   17.586549, -112.155289,           46
  61,    4,   17.631791, -111.777994,           45
  62,    4,   17.676035, -111.400438,           45
  63,    4,   17.719281, -111.022626,           43
  64,    4,   17.761528, -110.644564,           44
  65,    4,   17.802773, -110.266257,           44
  66,    4,   17.843017, -109.887711,           44
  67,    4,   17.882257, -109.508932,           45
  68,    4,   17.920492, -109.129926,           46
  69,    4,   17.957722, -108.750697,           46
  70,    4,   17.993945, -108.371253,           46
  71,    4,   18.029160, -107.991598,           47
  72,    4,   18.063366, -107.611739,           47
  73,    4,   18.096561, -107.231682,           48
  74,    4,   18.128746, -106.851431,           47
  75,    4,   18.159919, -106.470993,           47
  76,    4,   18.190079, -106.090374,           47
  77,    4,   18.219225, -105.709580,           47
  78,    4,   18.247356, -105.328617,           47
  79,    4,   18.274471, -104.947490,           46
  80,    4,   18.300571, -104.566205,           46
  81,    4,   18.325653, -104.184769,           46
  82,    4,   18.349717, -103.803187,           46
  83,    4,   18.372762, -103.421465,           46
  84,    4,   18.394788, -103.039610,           47
  85,    4,   18.415794, -102.657627,           47
  86,    4,   18.435780, -102.275522,           47
  87,    4,   18.454744, -101.893301,           46
  88,    4,   18.472686, -101.510971,           46
  89,    4,   18.489607, -101.128537,           47
  90,    4,   18.505504, -100.746005,           46
  91,    4,   18.520378, -100.363382,           45
  92,    4,   18.534228,  -99.980673,           45
  93,    4,   18.547054,  -99.597885,           47
  94,    4,   18.558855,  -99.215023,           44
  95,    4,   18.569631,  -98.832095,           46
