   X,    Y,    Latitude,   Longitude, CIN_200612191500
 100,    1,   17.519848,  -96.900539,            0
 101,    1,   17.524420,  -96.520556,            0
 102,    1,   17.527976,  -96.140550,           -2
 103,    1,   17.530517,  -95.760525,          -56
 104,    1,   17.532042,  -95.380489,          -16
 105,    1,   17.532551,  -95.000447,         -188
 106,    1,   17.532044,  -94.620404,          -90
 107,    1,   17.530522,  -94.240368,          -80
 108,    1,   17.527983,  -93.860343,          -84
 109,    1,   17.524429,  -93.480337,          -64
 110,    1,   17.519860,  -93.100354,          -56
 111,    1,   17.514275,  -92.720401,          -78
 112,    1,   17.507674,  -92.340484,         -116
 113,    1,   17.500058,  -91.960609,         -126
 114,    1,   17.491428,  -91.580782,         -126
 115,    1,   17.481783,  -91.201008,         -124
 116,    1,   17.471124,  -90.821294,         -122
 117,    1,   17.459450,  -90.441645,          -96
 118,    1,   17.446763,  -90.062068,          -94
 119,    1,   17.433063,  -89.682568,          -70
 120,    1,   17.418350,  -89.303152,          -68
 121,    1,   17.402624,  -88.923825,          -54
 122,    1,   17.385887,  -88.544593,           -2
 123,    1,   17.368138,  -88.165462,            0
 124,    1,   17.349379,  -87.786438,           -2
 125,    1,   17.329609,  -87.407527,            0
 126,    1,   17.308829,  -87.028735,            0
 127,    1,   17.287040,  -86.650067,            0
 128,    1,   17.264243,  -86.271530,           -4
 129,    1,   17.240439,  -85.893128,          -34
 130,    1,   17.215627,  -85.514869,          -22
 131,    1,   17.189809,  -85.136758,          -28
 132,    1,   17.162986,  -84.758800,          -24
 133,    1,   17.135158,  -84.381002,          -42
 134,    1,   17.106326,  -84.003369,          -46
 135,    1,   17.076491,  -83.625907,          -48
 136,    1,   17.045655,  -83.248622,          -28
 137,    1,   17.013817,  -82.871519,          -12
 138,    1,   16.980980,  -82.494604,          -10
 139,    1,   16.947143,  -82.117883,            0
 140,    1,   16.912308,  -81.741361,            0
 141,    1,   16.876477,  -81.365045,            0
 142,    1,   16.839649,  -80.988939,            0
 143,    1,   16.801827,  -80.613049,            0
 144,    1,   16.763012,  -80.237381,            0
 145,    1,   16.723204,  -79.861941,            0
 146,    1,   16.682405,  -79.486734,           -2
 147,    1,   16.640616,  -79.111765,            0
 148,    1,   16.597838,  -78.737040,            0
 149,    1,   16.554073,  -78.362565,            0
 150,    1,   16.509323,  -77.988345,            0
 151,    1,   16.463587,  -77.614385,            0
 152,    1,   16.416869,  -77.240691,            0
 153,    1,   16.369169,  -76.867269,            0
 154,    1,   16.320489,  -76.494122,            0
 155,    1,   16.270830,  -76.121258,           -2
 156,    1,   16.220194,  -75.748681,           -2
 157,    1,   16.168583,  -75.376397,           -2
 158,    1,   16.115997,  -75.004410,           -2
 159,    1,   16.062439,  -74.632726,            0
 160,    1,   16.007911,  -74.261351,            0
 161,    1,   15.952413,  -73.890289,            0
 162,    1,   15.895949,  -73.519546,            0
 163,    1,   15.838518,  -73.149126,            0
 164,    1,   15.780125,  -72.779035,            0
 165,    1,   15.720769,  -72.409278,            0
 166,    1,   15.660453,  -72.039860,            0
 167,    1,   15.599179,  -71.670786,           -2
 168,    1,   15.536949,  -71.302060,           -4
 169,    1,   15.473765,  -70.933689,            0
 170,    1,   15.409628,  -70.565676,            0
 171,    1,   15.344542,  -70.198027,            0
 172,    1,   15.278507,  -69.830747,            0
 173,    1,   15.211525,  -69.463840,            0
 174,    1,   15.143600,  -69.097311,            0
 175,    1,   15.074733,  -68.731165,            0
 176,    1,   15.004927,  -68.365407,            0
 177,    1,   14.934183,  -68.000041,           -2
 178,    1,   14.862503,  -67.635072,           -4
 179,    1,   14.789891,  -67.270505,            0
 180,    1,   14.716348,  -66.906344,            0
 181,    1,   14.641876,  -66.542593,            0
 182,    1,   14.566479,  -66.179259,            0
 183,    1,   14.490158,  -65.816344,            0
 184,    1,   14.412916,  -65.453853,            0
 185,    1,   14.334755,  -65.091791,            0
   1,    2,   12.532556, -133.561383,          -34
   2,    2,   12.632332, -133.210016,          -18
   3,    2,   12.731254, -132.858120,           -8
   4,    2,   12.829319, -132.505701,           -4
   5,    2,   12.926524, -132.152760,          -14
   6,    2,   13.022865, -131.799302,           -6
   7,    2,   13.118339, -131.445330,           -4
   8,    2,   13.212944, -131.090849,           -4
   9,    2,   13.306676, -130.735861,           -4
  10,    2,   13.399532, -130.380371,           -2
  11,    2,   13.491510, -130.024382,           -4
  12,    2,   13.582605, -129.667898,           -8
  13,    2,   13.672816, -129.310924,          -16
  14,    2,   13.762140, -128.953463,          -16
  15,    2,   13.850573, -128.595519,          -24
  16,    2,   13.938112, -128.237096,          -20
  17,    2,   14.024756, -127.878198,          -18
  18,    2,   14.110501, -127.518830,          -14
  19,    2,   14.195344, -127.158995,          -14
  20,    2,   14.279282, -126.798698,          -12
  21,    2,   14.362314, -126.437942,          -18
  22,    2,   14.444436, -126.076733,          -66
  23,    2,   14.525645, -125.715074,         -144
  24,    2,   14.605940, -125.352970,         -208
  25,    2,   14.685317, -124.990424,          -14
  26,    2,   14.763775, -124.627442,          -26
  27,    2,   14.841310, -124.264028,         -158
  28,    2,   14.917920, -123.900187,          -86
  29,    2,   14.993602, -123.535922,          -88
  30,    2,   15.068355, -123.171238,            0
  31,    2,   15.142176, -122.806140,            0
  32,    2,   15.215063, -122.440633,            0
  33,    2,   15.287012, -122.074721,          -72
  34,    2,   15.358023, -121.708408,          -18
  35,    2,   15.428092, -121.341700,            0
  36,    2,   15.497218, -120.974601,            0
  37,    2,   15.565399, -120.607117,            0
  38,    2,   15.632631, -120.239251,          -40
  39,    2,   15.698914, -119.871008,          -78
  40,    2,   15.764245, -119.502394,          -70
  41,    2,   15.828622, -119.133414,          -82
  42,    2,   15.892042, -118.764072,          -40
  43,    2,   15.954505, -118.394373,          -28
  44,    2,   16.016008, -118.024322,          -38
  45,    2,   16.076549, -117.653924,          -88
  46,    2,   16.136127, -117.283185,         -110
  47,    2,   16.194738, -116.912109,          -40
  48,    2,   16.252383, -116.540702,           -8
  49,    2,   16.309058, -116.168968,           -6
  50,    2,   16.364762, -115.796914,           -6
  51,    2,   16.419493, -115.424543,          -22
  52,    2,   16.473251, -115.051861,          -68
  53,    2,   16.526032, -114.678874,          -96
  54,    2,   16.577835, -114.305587,          -34
  55,    2,   16.628659, -113.932004,          -24
  56,    2,   16.678502, -113.558132,         -120
  57,    2,   16.727363, -113.183976,           -8
  58,    2,   16.775240, -112.809541,           -4
  59,    2,   16.822132, -112.434833,           -4
  60,    2,   16.868036, -112.059856,          -18
  61,    2,   16.912953, -111.684617,          -94
  62,    2,   16.956880, -111.309120,          -74
  63,    2,   16.999816, -110.933373,          -56
  64,    2,   17.041759, -110.557379,          -96
  65,    2,   17.082710, -110.181144,          -80
  66,    2,   17.122665, -109.804675,         -112
  67,    2,   17.161624, -109.427976,          -66
  68,    2,   17.199586, -109.051053,          -36
  69,    2,   17.236550, -108.673913,          -84
  70,    2,   17.272514, -108.296559,          -78
  71,    2,   17.307478, -107.918999,         -102
  72,    2,   17.341440, -107.541238,         -100
  73,    2,   17.374399, -107.163282,          -82
  74,    2,   17.406354, -106.785136,          -88
  75,    2,   17.437305, -106.406806,          -74
  76,    2,   17.467250, -106.028297,          -62
  77,    2,   17.496188, -105.649617,          -48
  78,    2,   17.524119, -105.270770,          -38
  79,    2,   17.551042, -104.891762,          -50
  80,    2,   17.576956, -104.512599,          -40
  81,    2,   17.601860, -104.133287,          -40
  82,    2,   17.625753, -103.753831,          -40
  83,    2,   17.648635, -103.374239,          -48
  84,    2,   17.670505, -102.994514,          -54
  85,    2,   17.691362, -102.614664,          -58
  86,    2,   17.711205, -102.234695,          -84
  87,    2,   17.730035, -101.854612,          -76
  88,    2,   17.747850, -101.474420,          -50
  89,    2,   17.764650, -101.094127,          -24
  90,    2,   17.780435, -100.713738,          -10
  91,    2,   17.795203, -100.333259,         -172
  92,    2,   17.808956,  -99.952696,          -30
  93,    2,   17.821691,  -99.572054,           -2
  94,    2,   17.833408,  -99.191341,            0
  95,    2,   17.844109,  -98.810561,            0
  96,    2,   17.853791,  -98.429721,            0
  97,    2,   17.862455,  -98.048827,            0
  98,    2,   17.870100,  -97.667885,            0
  99,    2,   17.876727,  -97.286901,            0
 100,    2,   17.882334,  -96.905881,            0
 101,    2,   17.886923,  -96.524830,          -10
 102,    2,   17.890492,  -96.143756,            0
 103,    2,   17.893042,  -95.762663,          -14
 104,    2,   17.894573,  -95.381559,           -8
 105,    2,   17.895084,  -95.000448,          -68
 106,    2,   17.894575,  -94.619337,          -58
 107,    2,   17.893047,  -94.238233,          -52
 108,    2,   17.890499,  -93.857140,          -68
 109,    2,   17.886933,  -93.476065,          -72
 110,    2,   17.882346,  -93.095015,          -66
 111,    2,   17.876741,  -92.713994,          -60
 112,    2,   17.870117,  -92.333010,          -42
 113,    2,   17.862474,  -91.952068,          -68
 114,    2,   17.853812,  -91.571174,          -76
 115,    2,   17.844133,  -91.190334,          -74
 116,    2,   17.833435,  -90.809554,         -122
 117,    2,   17.821719,  -90.428841,          -80
 118,    2,   17.808987,  -90.048199,          -78
 119,    2,   17.795237,  -89.667636,          -78
 120,    2,   17.780471,  -89.287156,          -50
 121,    2,   17.764689,  -88.906767,          -44
 122,    2,   17.747891,  -88.526473,           -4
 123,    2,   17.730078,  -88.146282,            0
 124,    2,   17.711251,  -87.766198,            0
 125,    2,   17.691409,  -87.386229,            0
 126,    2,   17.670555,  -87.006378,            0
 127,    2,   17.648687,  -86.626654,            0
 128,    2,   17.625808,  -86.247061,          -26
 129,    2,   17.601917,  -85.867605,          -18
 130,    2,   17.577016,  -85.488293,          -28
 131,    2,   17.551104,  -85.109130,          -20
 132,    2,   17.524184,  -84.730121,          -12
 133,    2,   17.496255,  -84.351274,           -8
 134,    2,   17.467319,  -83.972593,          -14
 135,    2,   17.437376,  -83.594084,          -18
 136,    2,   17.406428,  -83.215753,          -18
 137,    2,   17.374475,  -82.837607,          -14
 138,    2,   17.341518,  -82.459650,           -8
 139,    2,   17.307559,  -82.081888,            0
 140,    2,   17.272597,  -81.704328,            0
 141,    2,   17.236636,  -81.326974,            0
 142,    2,   17.199674,  -80.949833,            0
 143,    2,   17.161715,  -80.572910,            0
 144,    2,   17.122758,  -80.196211,            0
 145,    2,   17.082805,  -79.819741,            0
 146,    2,   17.041857,  -79.443506,           -4
 147,    2,   16.999916,  -79.067511,           -4
 148,    2,   16.956982,  -78.691763,           -6
 149,    2,   16.913057,  -78.316266,           -6
 150,    2,   16.868143,  -77.941026,           -4
 151,    2,   16.822241,  -77.566049,            0
 152,    2,   16.775351,  -77.191339,            0
 153,    2,   16.727477,  -76.816904,            0
 154,    2,   16.678618,  -76.442747,            0
 155,    2,   16.628777,  -76.068874,           -2
 156,    2,   16.577956,  -75.695291,           -2
 157,    2,   16.526154,  -75.322003,           -2
 158,    2,   16.473376,  -74.949015,            0
 159,    2,   16.419621,  -74.576333,           -2
 160,    2,   16.364892,  -74.203961,            0
 161,    2,   16.309190,  -73.831906,            0
 162,    2,   16.252517,  -73.460171,            0
 163,    2,   16.194875,  -73.088763,            0
 164,    2,   16.136266,  -72.717687,            0
 165,    2,   16.076690,  -72.346947,            0
 166,    2,   16.016152,  -71.976548,           -2
 167,    2,   15.954651,  -71.606497,           -4
 168,    2,   15.892190,  -71.236797,           -4
 169,    2,   15.828772,  -70.867454,            0
 170,    2,   15.764397,  -70.498473,            0
 171,    2,   15.699069,  -70.129858,            0
 172,    2,   15.632788,  -69.761615,            0
 173,    2,   15.565558,  -69.393748,            0
 174,    2,   15.497380,  -69.026262,            0
 175,    2,   15.428256,  -68.659162,            0
 176,    2,   15.358189,  -68.292453,            0
 177,    2,   15.287180,  -67.926140,           -2
 178,    2,   15.215233,  -67.560227,            0
 179,    2,   15.142349,  -67.194719,            0
 180,    2,   15.068530,  -66.829620,            0
 181,    2,   14.993779,  -66.464935,            0
 182,    2,   14.918099,  -66.100669,            0
 183,    2,   14.841491,  -65.736826,            0
 184,    2,   14.763958,  -65.373411,            0
 185,    2,   14.685503,  -65.010428,           -2
   1,    3,   12.875468, -133.664297,          -42
   2,    3,   12.975627, -133.312094,          -44
   3,    3,   13.074929, -132.959360,          -20
   4,    3,   13.173370, -132.606097,          -12
   5,    3,   13.270946, -132.252309,          -40
   6,    3,   13.367656, -131.898000,          -14
   7,    3,   13.463495, -131.543173,          -10
   8,    3,   13.558460, -131.187832,           -8
   9,    3,   13.652550, -130.831981,           -8
  10,    3,   13.745759, -130.475624,          -12
  11,    3,   13.838086, -130.118764,          -16
  12,    3,   13.929528, -129.761406,          -22
  13,    3,   14.020081, -129.403554,          -38
  14,    3,   14.109742, -129.045210,          -52
  15,    3,   14.198510, -128.686381,          -36
  16,    3,   14.286380, -128.327068,          -12
  17,    3,   14.373351, -127.967277,          -18
  18,    3,   14.459419, -127.607012,          -50
  19,    3,   14.544581, -127.246276,          -42
  20,    3,   14.628836, -126.885075,          -28
  21,    3,   14.712179, -126.523411,          -28
  22,    3,   14.794609, -126.161290,          -24
  23,    3,   14.876124, -125.798716,          -72
  24,    3,   14.956719, -125.435694,         -216
  25,    3,   15.036393, -125.072226,          -64
  26,    3,   15.115144, -124.708319,            0
  27,    3,   15.192968, -124.343976,            0
  28,    3,   15.269864, -123.979202,         -100
  29,    3,   15.345829, -123.614001,           -8
  30,    3,   15.420860, -123.248378,          -40
  31,    3,   15.494955, -122.882338,          -88
  32,    3,   15.568112, -122.515885,          -90
  33,    3,   15.640329, -122.149024,          -12
  34,    3,   15.711603, -121.781759,          -90
  35,    3,   15.781932, -121.414096,          -26
  36,    3,   15.851313, -121.046039,          -90
  37,    3,   15.919746, -120.677592,           -4
  38,    3,   15.987227, -120.308762,            0
  39,    3,   16.053754, -119.939552,            0
  40,    3,   16.119326, -119.569967,            0
  41,    3,   16.183940, -119.200013,          -74
  42,    3,   16.247594, -118.829694,         -102
  43,    3,   16.310286, -118.459015,          -76
  44,    3,   16.372015, -118.087982,         -120
  45,    3,   16.432778, -117.716600,          -70
  46,    3,   16.492574, -117.344872,          -44
  47,    3,   16.551400, -116.972806,          -32
  48,    3,   16.609256, -116.600405,          -28
  49,    3,   16.666138, -116.227675,          -26
  50,    3,   16.722046, -115.854622,          -24
  51,    3,   16.776977, -115.481249,          -22
  52,    3,   16.830930, -115.107564,          -32
  53,    3,   16.883904, -114.733570,          -34
  54,    3,   16.935896, -114.359274,          -20
  55,    3,   16.986905, -113.984680,           -2
  56,    3,   17.036930, -113.609795,          -14
  57,    3,   17.085968, -113.234622,          -52
  58,    3,   17.134019, -112.859169,          -24
  59,    3,   17.181081, -112.483440,          -14
  60,    3,   17.227152, -112.107440,           -8
  61,    3,   17.272231, -111.731176,          -12
  62,    3,   17.316317, -111.354652,          -64
  63,    3,   17.359409, -110.977875,          -82
  64,    3,   17.401504, -110.600850,          -64
  65,    3,   17.442602, -110.223582,          -58
  66,    3,   17.482702, -109.846077,          -92
  67,    3,   17.521802, -109.468341,          -76
  68,    3,   17.559901, -109.090379,         -108
  69,    3,   17.596998, -108.712198,          -56
  70,    3,   17.633092, -108.333802,         -120
  71,    3,   17.668181, -107.955198,         -126
  72,    3,   17.702265, -107.576390,         -102
  73,    3,   17.735343, -107.197386,          -84
  74,    3,   17.767414, -106.818191,          -90
  75,    3,   17.798476, -106.438810,          -90
  76,    3,   17.828528, -106.059249,         -102
  77,    3,   17.857571, -105.679515,          -80
  78,    3,   17.885602, -105.299612,          -66
  79,    3,   17.912622, -104.919548,          -70
  80,    3,   17.938628, -104.539327,          -58
  81,    3,   17.963621, -104.158955,          -52
  82,    3,   17.987600, -103.778440,          -60
  83,    3,   18.010564, -103.397786,          -74
  84,    3,   18.032512, -103.016999,         -110
  85,    3,   18.053444, -102.636085,         -122
  86,    3,   18.073359, -102.255051,         -130
  87,    3,   18.092256, -101.873902,         -152
  88,    3,   18.110135, -101.492644,          -52
  89,    3,   18.126995, -101.111284,          -30
  90,    3,   18.142836, -100.729826,         -132
  91,    3,   18.157657, -100.348278,         -170
  92,    3,   18.171459,  -99.966645,           -2
  93,    3,   18.184239,  -99.584933,            0
  94,    3,   18.195999,  -99.203149,            0
  95,    3,   18.206737,  -98.821298,            0
  96,    3,   18.216454,  -98.439386,            0
  97,    3,   18.225149,  -98.057419,            0
  98,    3,   18.232822,  -97.675404,            0
  99,    3,   18.239472,  -97.293347,            0
 100,    3,   18.245100,  -96.911253,            0
 101,    3,   18.249705,  -96.529129,           -4
 102,    3,   18.253287,  -96.146980,            0
 103,    3,   18.255846,  -95.764813,           -2
 104,    3,   18.257381,  -95.382634,         -180
 105,    3,   18.257894,  -95.000449,         -126
 106,    3,   18.257384,  -94.618264,          -88
 107,    3,   18.255850,  -94.236085,         -116
 108,    3,   18.253294,  -93.853918,          -56
 109,    3,   18.249714,  -93.471770,          -12
 110,    3,   18.245112,  -93.089645,          -54
 111,    3,   18.239486,  -92.707551,          -70
 112,    3,   18.232838,  -92.325494,          -66
 113,    3,   18.225168,  -91.943479,          -50
 114,    3,   18.216476,  -91.561512,          -78
 115,    3,   18.206761,  -91.179600,          -72
 116,    3,   18.196025,  -90.797749,          -96
 117,    3,   18.184268,  -90.415964,          -84
 118,    3,   18.171490,  -90.034252,          -74
 119,    3,   18.157691,  -89.652619,          -94
 120,    3,   18.142872,  -89.271071,         -100
 121,    3,   18.127033,  -88.889613,          -46
 122,    3,   18.110176,  -88.508252,           -2
 123,    3,   18.092299,  -88.126994,            0
 124,    3,   18.073404,  -87.745845,            0
 125,    3,   18.053492,  -87.364810,            0
 126,    3,   18.032563,  -86.983897,            0
 127,    3,   18.010617,  -86.603109,          -30
 128,    3,   17.987655,  -86.222455,          -32
 129,    3,   17.963679,  -85.841939,          -24
 130,    3,   17.938688,  -85.461567,          -10
 131,    3,   17.912684,  -85.081346,           -4
 132,    3,   17.885667,  -84.701281,            0
 133,    3,   17.857638,  -84.321378,            0
 134,    3,   17.828598,  -83.941643,            0
 135,    3,   17.798547,  -83.562082,            0
 136,    3,   17.767488,  -83.182701,            0
 137,    3,   17.735420,  -82.803505,            0
 138,    3,   17.702344,  -82.424500,            0
 139,    3,   17.668263,  -82.045693,            0
 140,    3,   17.633175,  -81.667088,            0
 141,    3,   17.597084,  -81.288691,            0
 142,    3,   17.559989,  -80.910509,            0
 143,    3,   17.521893,  -80.532547,            0
 144,    3,   17.482795,  -80.154810,            0
 145,    3,   17.442698,  -79.777305,           -2
 146,    3,   17.401602,  -79.400037,           -2
 147,    3,   17.359509,  -79.023011,           -4
 148,    3,   17.316420,  -78.646233,          -12
 149,    3,   17.272336,  -78.269709,          -16
 150,    3,   17.227259,  -77.893444,          -12
 151,    3,   17.181190,  -77.517444,           -6
 152,    3,   17.134131,  -77.141714,            0
 153,    3,   17.086082,  -76.766260,            0
 154,    3,   17.037046,  -76.391087,            0
 155,    3,   16.987024,  -76.016201,            0
 156,    3,   16.936017,  -75.641606,           -2
 157,    3,   16.884027,  -75.267309,           -2
 158,    3,   16.831056,  -74.893315,            0
 159,    3,   16.777105,  -74.519629,            0
 160,    3,   16.722176,  -74.146256,            0
 161,    3,   16.666271,  -73.773201,            0
 162,    3,   16.609391,  -73.400471,            0
 163,    3,   16.551538,  -73.028069,            0
 164,    3,   16.492713,  -72.656002,            0
 165,    3,   16.432920,  -72.284274,            0
 166,    3,   16.372159,  -71.912890,           -2
 167,    3,   16.310432,  -71.541856,           -2
 168,    3,   16.247742,  -71.171177,           -2
 169,    3,   16.184090,  -70.800857,            0
 170,    3,   16.119479,  -70.430902,            0
 171,    3,   16.053909,  -70.061317,            0
 172,    3,   15.987384,  -69.692106,            0
 173,    3,   15.919906,  -69.323274,            0
 174,    3,   15.851475,  -68.954827,            0
 175,    3,   15.782096,  -68.586769,           -2
 176,    3,   15.711769,  -68.219105,            0
 177,    3,   15.640498,  -67.851839,           -4
 178,    3,   15.568283,  -67.484977,           -2
 179,    3,   15.495128,  -67.118523,           -2
 180,    3,   15.421035,  -66.752482,            0
 181,    3,   15.346006,  -66.386858,            0
 182,    3,   15.270044,  -66.021656,            0
 183,    3,   15.193150,  -65.656881,            0
 184,    3,   15.115328,  -65.292537,            0
 185,    3,   15.036580,  -64.928629,            0
   1,    4,   13.218725, -133.767747,          -52
   2,    4,   13.319266, -133.414705,          -42
   3,    4,   13.418946, -133.061128,          -32
   4,    4,   13.517761, -132.707018,          -34
   5,    4,   13.615709, -132.352379,          -52
   6,    4,   13.712785, -131.997215,          -58
   7,    4,   13.808988, -131.641529,          -44
   8,    4,   13.904313, -131.285325,          -40
   9,    4,   13.998758, -130.928608,          -38
  10,    4,   14.092319, -130.571380,          -34
  11,    4,   14.184995, -130.213646,          -38
  12,    4,   14.276781, -129.855409,          -50
  13,    4,   14.367675, -129.496674,          -64
  14,    4,   14.457674, -129.137445,          -76
  15,    4,   14.546774, -128.777725,          -72
  16,    4,   14.634974, -128.417519,          -44
  17,    4,   14.722271, -128.056830,          -38
  18,    4,   14.808661, -127.695664,          -60
  19,    4,   14.894142, -127.334023,          -76
  20,    4,   14.978711, -126.971913,          -74
  21,    4,   15.062365, -126.609338,          -68
  22,    4,   15.145102, -126.246301,          -88
  23,    4,   15.226920, -125.882808,         -130
  24,    4,   15.307815, -125.518862,         -200
  25,    4,   15.387785, -125.154468,          -38
  26,    4,   15.466828, -124.789631,            0
  27,    4,   15.544941, -124.424354,            0
  28,    4,   15.622121, -124.058643,            0
  29,    4,   15.698366, -123.692502,          -24
  30,    4,   15.773675, -123.325936,         -156
  31,    4,   15.848043, -122.958948,         -138
  32,    4,   15.921470, -122.591545,          -50
  33,    4,   15.993953, -122.223730,          -42
  34,    4,   16.065489, -121.855509,         -206
  35,    4,   16.136076, -121.486885,         -166
  36,    4,   16.205713, -121.117865,          -94
  37,    4,   16.274396, -120.748452,         -112
  38,    4,   16.342124, -120.378652,         -192
  39,    4,   16.408895, -120.008469,            0
  40,    4,   16.474706, -119.637909,            0
  41,    4,   16.539556, -119.266976,            0
  42,    4,   16.603443, -118.895676,          -76
  43,    4,   16.666364, -118.524013,         -164
  44,    4,   16.728318, -118.151992,         -150
  45,    4,   16.789302, -117.779619,          -70
  46,    4,   16.849315, -117.406899,          -64
  47,    4,   16.908356, -117.033836,            0
  48,    4,   16.966421, -116.660437,            0
  49,    4,   17.023510, -116.286706,            0
  50,    4,   17.079620, -115.912648,           -2
  51,    4,   17.134750, -115.538269,          -12
  52,    4,   17.188899, -115.163575,           -2
  53,    4,   17.242064, -114.788569,          -76
  54,    4,   17.294244, -114.413259,           -2
  55,    4,   17.345437, -114.037648,           -2
  56,    4,   17.395642, -113.661743,            0
  57,    4,   17.444857, -113.285550,            0
  58,    4,   17.493081, -112.909072,          -42
  59,    4,   17.540312, -112.532317,          -66
  60,    4,   17.586549, -112.155289,          -36
  61,    4,   17.631791, -111.777994,          -14
  62,    4,   17.676035, -111.400438,          -14
  63,    4,   17.719281, -111.022626,          -96
  64,    4,   17.761528, -110.644564,          -26
  65,    4,   17.802773, -110.266257,          -58
  66,    4,   17.843017, -109.887711,         -108
  67,    4,   17.882257, -109.508932,         -140
  68,    4,   17.920492, -109.129926,          -98
  69,    4,   17.957722, -108.750697,         -116
  70,    4,   17.993945, -108.371253,         -144
  71,    4,   18.029160, -107.991598,         -150
  72,    4,   18.063366, -107.611739,         -116
  73,    4,   18.096561, -107.231682,         -100
  74,    4,   18.128746, -106.851431,          -98
